Summary Level,State code,County Code,Place code,Place Type,Census Tract ,Description of area,Total Population,Total Population: Hispanic or Latino,"Total Population: White alone, not Hispanic or Latino","Total Population: Black or African American alone, not Hispanic or Latino","Total Population: American Indian and Alaska Native alone, not Hispanic or Latino","Total Population: Asian alone, not Hispanic or Latino","Total Population: Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Total Population: Some Other Race alone, not Hispanic or Latino","Total Population: Two or More Races, not Hispanic or Latino",Total Housing Units,Occupied Housing Units,Vacant Housing Units
140,06,001,,,440332,Census Tract 4403.32,3310,207,275,118,0,2531,31,12,136,872,866,6
140,06,001,,,440333,Census Tract 4403.33,2839,224,276,159,0,2025,27,1,127,828,799,29
140,06,001,,,440334,Census Tract 4403.34,4016,657,537,296,8,2227,55,9,227,1070,1045,25
140,06,001,,,440335,Census Tract 4403.35,6496,551,745,306,6,4458,44,22,364,2225,2172,53
140,06,001,,,440336,Census Tract 4403.36,4459,1065,804,356,9,1949,59,1,216,1480,1402,78
140,06,001,,,441100,Census Tract 4411,4308,728,2103,138,20,1102,11,9,197,1728,1635,93
140,06,001,,,441200,Census Tract 4412,6816,1135,2933,161,21,2172,31,17,346,2641,2496,145
140,06,001,,,441301,Census Tract 4413.01,3179,305,829,133,5,1706,32,5,164,1199,1163,36
140,06,001,,,441302,Census Tract 4413.02,5553,858,1884,203,10,2212,61,20,305,1855,1814,41
140,06,001,,,441401,Census Tract 4414.01,6931,1049,1672,375,10,3452,44,18,311,2346,2271,75
140,06,001,,,441402,Census Tract 4414.02,5233,584,1393,177,3,2656,26,6,388,1728,1694,34
140,06,001,,,441501,Census Tract 4415.01,6068,406,800,286,15,4085,45,15,416,1758,1718,40
140,06,001,,,441503,Census Tract 4415.03,5389,224,535,90,11,4332,12,4,181,2021,1819,202
140,06,001,,,441521,Census Tract 4415.21,5869,351,1048,189,7,3870,29,16,359,1800,1759,41
140,06,001,,,441522,Census Tract 4415.22,4980,692,885,249,6,2861,32,12,243,1457,1419,38
140,06,001,,,441523,Census Tract 4415.23,4077,253,462,97,12,3040,21,7,185,1402,1381,21
140,06,001,,,441524,Census Tract 4415.24,4010,159,429,90,8,3175,5,7,137,1332,1298,34
140,06,001,,,441601,Census Tract 4416.01,4561,1097,1592,182,8,1425,23,12,222,1451,1408,43
140,06,001,,,441602,Census Tract 4416.02,6802,1680,1847,373,13,2464,68,11,346,2330,2219,111
140,06,001,,,441700,Census Tract 4417,7436,1708,2042,388,29,2829,69,7,364,2762,2585,177
140,06,001,,,441800,Census Tract 4418,6786,1072,2301,246,14,2822,33,17,281,2413,2310,103
140,06,001,,,441921,Census Tract 4419.21,3663,989,986,138,12,1376,5,6,151,1295,1247,48
140,06,001,,,441923,Census Tract 4419.23,5605,953,1057,227,23,3021,35,14,275,2227,2037,190
140,06,001,,,441924,Census Tract 4419.24,7301,1003,1607,223,29,4060,20,8,351,2675,2569,106
140,06,001,,,441925,Census Tract 4419.25,6159,511,1336,271,14,3606,37,16,368,2919,2772,147
140,06,001,,,441926,Census Tract 4419.26,4080,1312,785,181,16,1529,9,5,243,1456,1376,80
140,06,001,,,441927,Census Tract 4419.27,4103,484,835,225,6,2323,41,7,182,1817,1723,94
140,06,001,,,442000,Census Tract 4420,3212,115,706,20,0,2229,5,7,130,1023,997,26
140,06,001,,,442100,Census Tract 4421,5166,141,1063,35,2,3810,3,0,112,1660,1628,32
140,06,001,,,442200,Census Tract 4422,6875,418,1802,96,8,4371,4,13,163,2161,2108,53
140,06,001,,,442301,Census Tract 4423.01,4388,868,1408,156,12,1739,36,5,164,1461,1418,43
140,06,001,,,442302,Census Tract 4423.02,4788,1016,1154,384,17,1883,50,8,276,2050,1868,182
140,06,001,,,442400,Census Tract 4424,6253,1798,1943,191,15,2033,48,21,204,1977,1912,65
140,06,001,,,442500,Census Tract 4425,7371,1747,2118,233,20,2892,65,8,288,2239,2167,72
140,06,001,,,442601,Census Tract 4426.01,3844,722,1694,66,7,1208,9,3,135,1295,1263,32
140,06,001,,,442602,Census Tract 4426.02,5074,1226,2054,237,11,1198,33,13,302,1744,1659,85
140,06,001,,,442700,Census Tract 4427,2873,484,1530,47,5,638,7,18,144,1093,1046,47
140,06,001,,,442800,Census Tract 4428,2816,670,1004,82,4,924,17,6,109,943,909,34
140,06,001,,,442900,Census Tract 4429,7194,1376,2410,233,23,2733,51,6,362,2383,2303,80
140,06,001,,,443001,Census Tract 4430.01,2917,1025,826,88,7,888,8,7,68,818,795,23
140,06,001,,,443002,Census Tract 4430.02,5918,1366,1729,160,18,2400,29,15,201,1920,1820,100
140,06,001,,,443102,Census Tract 4431.02,4611,195,978,25,7,3267,1,5,133,1440,1410,30
140,06,001,,,443103,Census Tract 4431.03,4029,97,525,32,0,3285,0,3,87,1219,1166,53
140,06,001,,,443104,Census Tract 4431.04,5558,293,1142,60,4,3869,6,9,175,1757,1710,47
140,06,001,,,443105,Census Tract 4431.05,4456,124,756,19,0,3417,4,10,126,1392,1374,18
140,06,001,,,443200,Census Tract 4432,3704,113,852,29,0,2526,14,1,169,1194,1171,23
140,06,001,,,443301,Census Tract 4433.01,4074,275,1209,59,2,2375,15,2,137,1225,1207,18
140,06,001,,,443321,Census Tract 4433.21,3142,240,479,91,6,2226,10,0,90,1204,1155,49
140,06,001,,,443322,Census Tract 4433.22,2985,242,823,44,13,1735,5,4,119,937,923,14
140,06,001,,,444100,Census Tract 4441,7280,2100,2902,234,4,1564,102,28,346,2496,2424,72
140,06,001,,,444200,Census Tract 4442,6499,2320,1900,246,20,1595,119,10,289,1985,1927,58
140,06,001,,,444301,Census Tract 4443.01,3855,1304,1167,178,2,934,67,6,197,1169,1135,34
140,06,001,,,444302,Census Tract 4443.02,4354,2104,831,200,24,918,79,31,167,1260,1198,62
140,06,001,,,444400,Census Tract 4444,5114,2709,1040,193,9,957,68,2,136,1480,1431,49
140,06,001,,,444500,Census Tract 4445,6696,2672,1282,367,11,2011,84,8,261,1997,1937,60
140,06,001,,,444601,Census Tract 4446.01,4761,1250,1673,197,20,1379,61,7,174,1442,1406,36
140,06,001,,,444602,Census Tract 4446.02,4014,535,931,293,5,2046,21,9,174,1585,1514,71
140,06,001,,,450101,Census Tract 4501.01,4349,441,1673,277,10,1677,15,24,232,1956,1822,134
140,06,001,,,450102,Census Tract 4501.02,9434,2024,2442,2702,85,1788,147,15,231,1326,1251,75
140,06,001,,,450200,Census Tract 4502,4067,612,2253,188,2,786,29,9,188,2070,1923,147
140,06,001,,,450300,Census Tract 4503,4551,682,2667,161,12,765,27,18,219,1603,1547,56
140,06,001,,,450400,Census Tract 4504,5968,1257,3282,132,25,964,19,18,271,2103,2041,62
140,06,001,,,450501,Census Tract 4505.01,3129,373,2031,94,9,449,13,19,141,1281,1242,39
140,06,001,,,450502,Census Tract 4505.02,4185,417,2522,132,9,875,14,11,205,1554,1495,59
140,06,001,,,450601,Census Tract 4506.01,3379,234,2194,59,7,760,5,3,117,1347,1263,84
140,06,001,,,450602,Census Tract 4506.02,8722,785,5246,150,19,2126,35,22,339,3286,3190,96
140,06,001,,,450603,Census Tract 4506.03,4657,519,2984,55,16,873,12,12,186,1539,1515,24
140,06,001,,,450604,Census Tract 4506.04,4796,509,3494,45,14,567,6,1,160,1700,1670,30
140,06,001,,,450605,Census Tract 4506.05,3685,266,2819,39,1,453,7,1,99,1405,1361,44
140,06,001,,,450606,Census Tract 4506.06,5733,359,3810,65,11,1262,11,18,197,1973,1942,31
140,06,001,,,450607,Census Tract 4506.07,5251,1027,2900,100,12,1002,8,11,191,2367,2236,131
140,06,001,,,450701,Census Tract 4507.01,8075,536,5484,93,8,1637,2,18,297,2695,2605,90
140,06,001,,,450741,Census Tract 4507.41,4768,860,3040,89,20,587,4,9,159,1833,1764,69
140,06,001,,,450742,Census Tract 4507.42,4576,476,2998,59,7,861,7,10,158,1863,1781,82
140,06,001,,,450743,Census Tract 4507.43,4734,723,1473,158,13,2160,16,13,178,1983,1915,68
140,06,001,,,450744,Census Tract 4507.44,4831,435,2936,88,9,1135,8,17,203,1579,1553,26
140,06,001,,,450745,Census Tract 4507.45,5956,424,2644,93,2,2557,1,18,217,2063,1995,68
140,06,001,,,450746,Census Tract 4507.46,3152,285,2311,35,12,395,8,3,103,1245,1225,20
140,06,001,,,450750,Census Tract 4507.50,3618,417,1477,281,6,1192,6,10,229,1882,1697,185
140,06,001,,,450751,Census Tract 4507.51,2115,143,672,77,0,1135,4,8,76,723,656,67
140,06,001,,,450752,Census Tract 4507.52,5262,379,1763,187,9,2642,7,12,263,1589,1521,68
140,06,001,,,451101,Census Tract 4511.01,7081,1097,4504,189,20,946,34,21,270,2472,2324,148
140,06,001,,,451102,Census Tract 4511.02,4011,364,3097,35,11,366,2,11,125,1345,1322,23
140,06,001,,,451201,Census Tract 4512.01,6595,1189,4249,169,36,667,19,24,242,2593,2491,102
140,06,001,,,451202,Census Tract 4512.02,3634,748,2381,45,14,315,8,3,120,1326,1237,89
140,06,001,,,451300,Census Tract 4513,6560,1378,4404,115,19,387,19,11,227,2425,2357,68
140,06,001,,,451401,Census Tract 4514.01,5850,1299,3626,145,9,560,20,3,188,2327,2256,71
140,06,001,,,451403,Census Tract 4514.03,2220,581,1320,35,7,165,9,3,100,781,758,23
140,06,001,,,451404,Census Tract 4514.04,6610,3407,2432,104,28,439,18,15,167,2173,2063,110
140,06,001,,,451501,Census Tract 4515.01,4668,785,3153,106,4,451,4,9,156,1802,1752,50
140,06,001,,,451503,Census Tract 4515.03,5660,1228,3678,105,24,410,7,19,189,2151,2054,97
140,06,001,,,451504,Census Tract 4515.04,1509,257,1016,36,1,129,3,5,62,601,583,18
140,06,001,,,451505,Census Tract 4515.05,3337,348,2653,18,10,185,7,10,106,1155,1137,18
140,06,001,,,451506,Census Tract 4515.06,3138,1061,1604,126,14,197,6,10,120,1115,1073,42
140,06,001,,,451601,Census Tract 4516.01,4617,636,3467,66,8,272,9,8,151,1854,1757,97
140,06,001,,,451602,Census Tract 4516.02,6224,970,4598,101,15,335,23,24,158,2920,2727,193
140,06,001,,,451701,Census Tract 4517.01,3102,606,2103,41,13,180,22,7,130,1063,1026,37
140,06,001,,,451703,Census Tract 4517.03,3859,544,2678,66,7,406,15,7,136,1320,1294,26
140,06,001,,,451704,Census Tract 4517.04,4449,776,3142,69,13,284,5,17,143,1660,1610,50
140,06,001,,,981900,Census Tract 9819,38,4,24,4,0,4,0,0,2,26,22,4
140,06,001,,,982000,Census Tract 9820,71,11,46,3,1,9,0,0,1,37,33,4
140,06,001,,,983200,Census Tract 9832,540,58,289,75,3,94,1,0,20,404,287,117
140,06,001,,,990000,Census Tract 9900,0,0,0,0,0,0,0,0,0,0,0,0
155,06,001,00562,C1,,Alameda city,73812,8092,33468,4516,247,22822,342,278,4047,32351,30123,2228
155,06,001,00674,C1,,Albany city,18539,1891,9136,621,44,5754,32,105,956,7889,7401,488
155,06,001,02980,U1,,Ashland CDP,21925,9394,3413,4085,95,3967,239,55,677,7758,7270,488
155,06,001,06000,C1,,Berkeley city,112580,12209,61539,10896,228,21499,170,503,5536,49454,46029,3425
155,06,001,11964,U1,,Castro Valley CDP,61388,10689,30398,4064,160,12975,374,148,2580,23392,22348,1044
155,06,001,12902,U1,,Cherryland CDP,14728,7955,3071,1585,62,1354,277,23,401,4975,4643,332
155,06,001,20018,C1,,Dublin city,46036,6663,20380,4214,164,12170,277,141,2027,15782,14913,869
155,06,001,22594,C1,,Emeryville city,10080,927,4057,1733,19,2756,16,44,528,6646,5694,952
155,06,001,23350,U1,,Fairview CDP,10003,2171,3618,2047,45,1484,114,23,501,3642,3490,152
155,06,001,26000,C1,,Fremont city,214089,31698,56766,6743,458,107679,1064,388,9293,73989,71004,2985
155,06,001,33000,C1,,Hayward city,144186,58730,27178,16297,492,31090,4290,352,5757,48296,45365,2931
155,06,001,41992,C1,,Livermore city,80968,16920,52397,1562,251,6643,231,202,2762,30342,29134,1208
155,06,001,50916,C1,,Newark city,42573,14994,11726,1908,95,11404,601,101,1744,13414,12972,442
155,06,001,53000,C1,,Oakland city,390724,99068,101308,106637,1214,65127,2081,1213,14076,169710,153791,15919
155,06,001,56938,C1,,Piedmont city,10667,421,7632,136,4,1924,11,55,484,3924,3801,123
155,06,001,57792,C1,,Pleasanton city,70285,7264,42738,1116,143,16209,125,153,2537,26053,25245,808
155,06,001,68084,C1,,San Leandro city,84950,23237,23006,10052,246,24924,596,198,2691,32419,30717,1702
155,06,001,68112,U1,,San Lorenzo CDP,23452,8843,7592,1062,73,4957,167,51,707,7674,7425,249
155,06,001,77042,U1,,Sunol CDP,913,91,719,1,3,48,5,1,45,394,362,32
155,06,001,81204,C1,,Union City city,69516,15895,10009,4194,116,35052,839,138,3273,21258,20433,825
050,06,003,,,,Alpine County,1175,84,852,0,210,7,0,1,21,1760,497,1263
140,06,003,,,010000,Census Tract 100,1175,84,852,0,210,7,0,1,21,1760,497,1263
155,06,003,01228,U1,,Alpine Village CDP,114,6,87,0,18,1,0,1,1,69,52,17
155,06,003,04716,U1,,Bear Valley CDP,121,1,118,0,0,1,0,0,1,531,67,464
155,06,003,45988,U1,,Markleeville CDP,210,11,187,0,4,2,0,0,6,194,100,94
155,06,003,47086,U1,,Mesa Vista CDP,200,11,172,0,11,2,0,0,4,103,83,20
050,06,005,,,,Amador County,38091,4756,30325,938,547,396,63,130,936,18032,14569,3463
140,06,005,,,000101,Census Tract 1.01,3907,192,3523,11,59,21,12,5,84,2674,1823,851
140,06,005,,,000102,Census Tract 1.02,1867,149,1624,0,31,19,1,2,41,1584,836,748
140,06,005,,,000200,Census Tract 2,4672,386,4032,20,43,28,2,6,155,2499,2018,481
140,06,005,,,000301,Census Tract 3.01,5871,1710,3031,811,80,72,16,91,60,775,680,95
140,06,005,,,000303,Census Tract 3.03,5073,628,4059,16,92,86,8,3,181,2310,2064,246
140,06,005,,,000304,Census Tract 3.04,3946,530,3191,6,65,25,13,2,114,1773,1550,223
140,06,005,,,000401,Census Tract 4.01,5020,472,4224,19,85,81,6,7,126,2604,2270,334
140,06,005,,,000402,Census Tract 4.02,4740,407,4080,43,54,39,5,5,107,2336,2016,320
140,06,005,,,000500,Census Tract 5,2995,282,2561,12,38,25,0,9,68,1477,1312,165
155,06,005,01514,C1,,Amador City city,185,11,163,0,4,2,0,0,5,108,85,23
155,06,005,08680,U1,,Buckhorn CDP,2429,168,2153,6,34,23,4,5,36,1662,1138,524
155,06,005,08828,U1,,Buena Vista CDP,429,35,347,1,23,0,0,0,23,218,180,38
155,06,005,10042,U2,,Camanche North Shore CDP,979,150,778,3,10,9,2,1,26,480,391,89
155,06,005,10044,U1,,Camanche Village CDP,847,121,689,0,6,7,4,1,19,344,309,35
155,06,005,19976,U1,,Drytown CDP,167,11,150,0,0,0,0,0,6,80,72,8
155,06,005,23980,U1,,Fiddletown CDP,235,22,205,0,5,0,0,0,3,126,102,24
155,06,005,36672,C1,,Ione city,7918,1991,4608,809,139,103,18,92,158,1635,1466,169
155,06,005,36980,C1,,Jackson city,4651,520,3837,27,70,59,4,10,124,2309,2065,244
155,06,005,38646,U1,,Kirkwood CDP,97,4,90,0,3,0,0,0,0,532,37,495
155,06,005,38646,U1,,Amador County (part),61,2,58,0,0,1,0,0,0,225,35,190
155,06,005,46100,U1,,Martell CDP,282,36,218,0,13,0,0,0,15,114,97,17
155,06,005,57148,U1,,Pine Grove CDP,2219,202,1904,9,33,8,4,3,56,1140,984,156
155,06,005,57330,U1,,Pioneer CDP,1094,52,984,0,28,1,2,1,26,600,475,125
155,06,005,57834,C1,,Plymouth city,1005,183,748,3,13,5,2,1,50,493,403,90
155,06,005,59896,U2,,Red Corral CDP,1413,147,1168,24,12,11,2,2,47,679,573,106
155,06,005,61124,U1,,River Pines CDP,379,31,313,0,4,4,0,0,27,200,157,43
155,06,005,77392,C1,,Sutter Creek city,2501,219,2123,9,26,65,5,0,54,1367,1168,199
155,06,005,83094,U1,,Volcano CDP,115,7,103,0,1,2,0,0,2,70,55,15
050,06,007,,,,Butte County,220000,31116,165416,3133,3395,8921,401,318,7300,95835,87618,8217
140,06,007,,,000102,Census Tract 1.02,3900,476,3094,49,36,109,7,3,126,1680,1609,71
140,06,007,,,000103,Census Tract 1.03,3902,643,2897,44,30,131,8,9,140,1388,1336,52
140,06,007,,,000104,Census Tract 1.04,5636,951,3998,104,44,319,6,15,199,2465,2333,132
140,06,007,,,000201,Census Tract 2.01,4052,544,3157,55,55,117,21,4,99,1846,1733,113
140,06,007,,,000202,Census Tract 2.02,3723,552,2770,103,60,79,3,6,150,1895,1780,115
140,06,007,,,000300,Census Tract 3,4410,814,3098,101,62,157,14,9,155,1860,1733,127
140,06,007,,,000401,Census Tract 4.01,1771,352,1258,30,24,53,1,0,53,753,682,71
140,06,007,,,000402,Census Tract 4.02,7030,818,5713,67,52,184,14,9,173,3051,2907,144
140,06,007,,,000501,Census Tract 5.01,4333,663,3283,79,21,135,3,14,135,1977,1876,101
140,06,007,,,000502,Census Tract 5.02,4204,743,2690,150,26,394,25,7,169,1827,1712,115
140,06,007,,,000601,Census Tract 6.01,3304,404,2631,29,27,96,7,10,100,1344,1280,64
140,06,007,,,000603,Census Tract 6.03,3130,382,2465,53,13,59,6,6,146,1058,995,63
140,06,007,,,000604,Census Tract 6.04,4217,797,2633,189,23,382,11,15,167,1699,1504,195
140,06,007,,,000700,Census Tract 7,4694,488,3772,71,29,135,14,4,181,2415,2277,138
140,06,007,,,000800,Census Tract 8,5295,505,4409,65,38,122,2,12,142,2280,2191,89
140,06,007,,,000901,Census Tract 9.01,2142,252,1723,11,17,83,0,6,50,909,858,51
140,06,007,,,000903,Census Tract 9.03,6117,1224,3961,146,80,425,22,13,246,2632,2494,138
140,06,007,,,000904,Census Tract 9.04,6071,680,4876,84,49,233,6,4,139,2699,2527,172
140,06,007,,,001000,Census Tract 10,4801,754,3700,57,38,74,4,12,162,2190,2051,139
140,06,007,,,001100,Census Tract 11,4572,701,3383,117,29,158,15,12,157,1763,1643,120
140,06,007,,,001200,Census Tract 12,3556,519,2724,38,35,98,3,1,138,1593,1484,109
140,06,007,,,001300,Census Tract 13,4169,1283,2146,92,115,368,12,7,146,1506,1385,121
140,06,007,,,001400,Census Tract 14,5797,738,4749,32,43,129,2,9,95,2201,2097,104
140,06,007,,,001500,Census Tract 15,5297,645,4420,16,47,35,7,16,111,2150,2021,129
140,06,007,,,001600,Census Tract 16,5266,349,4570,27,49,103,7,19,142,2767,2195,572
140,06,007,,,001702,Census Tract 17.02,5739,385,5041,22,58,41,6,5,181,2701,2429,272
140,06,007,,,001703,Census Tract 17.03,2852,195,2489,9,27,26,4,4,98,1332,1212,120
140,06,007,,,001704,Census Tract 17.04,3060,216,2655,7,38,18,5,2,119,1510,1261,249
140,06,007,,,001800,Census Tract 18,5640,375,4981,20,52,67,7,5,133,2757,2497,260
140,06,007,,,001900,Census Tract 19,3373,202,3022,9,33,39,1,5,62,1606,1484,122
140,06,007,,,002000,Census Tract 20,5184,355,4506,23,52,64,5,13,166,2574,2358,216
140,06,007,,,002100,Census Tract 21,4599,389,3929,26,51,70,2,1,131,2327,2128,199
140,06,007,,,002200,Census Tract 22,5156,376,4530,19,32,52,14,3,130,2564,2366,198
140,06,007,,,002300,Census Tract 23,5331,346,4695,14,63,71,4,6,132,2601,2374,227
140,06,007,,,002400,Census Tract 24,5157,372,4326,32,149,48,15,3,212,3066,2280,786
140,06,007,,,002500,Census Tract 25,4930,699,3105,163,123,625,10,6,199,1652,1490,162
140,06,007,,,002601,Census Tract 26.01,2324,187,1927,17,52,60,0,1,80,1174,1009,165
140,06,007,,,002602,Census Tract 26.02,3455,260,2937,24,51,72,8,2,101,1827,1594,233
140,06,007,,,002700,Census Tract 27,5478,498,4359,59,166,156,16,1,223,2277,2111,166
140,06,007,,,002800,Census Tract 28,4275,572,3023,111,133,172,13,5,246,1994,1774,220
140,06,007,,,002900,Census Tract 29,3060,350,1746,23,84,744,7,0,106,979,906,73
140,06,007,,,003001,Census Tract 30.01,3140,492,1471,353,115,516,18,2,173,1172,1045,127
140,06,007,,,003002,Census Tract 30.02,3531,453,2115,120,143,471,6,0,223,1234,1139,95
140,06,007,,,003100,Census Tract 31,4396,429,3315,82,212,190,3,2,163,1777,1658,119
140,06,007,,,003200,Census Tract 32,4234,1105,2562,24,167,170,2,1,203,1635,1519,116
140,06,007,,,003300,Census Tract 33,4852,785,3444,57,215,131,6,7,207,2015,1786,229
140,06,007,,,003400,Census Tract 34,2956,1091,1661,6,34,88,0,4,72,1133,1023,110
140,06,007,,,003501,Census Tract 35.01,3222,938,2026,23,24,117,1,1,92,1272,1145,127
140,06,007,,,003502,Census Tract 35.02,4758,2421,2033,16,43,149,3,6,87,1645,1511,134
140,06,007,,,003600,Census Tract 36,3404,847,2341,25,56,49,2,3,81,1284,1166,118
140,06,007,,,003700,Census Tract 37,4505,501,3057,40,180,537,23,8,159,1779,1650,129
155,06,007,03792,U1,,Bangor CDP,646,47,538,5,11,4,1,0,40,280,234,46
155,06,007,06070,U1,,Berry Creek CDP,1424,98,1194,8,35,13,3,1,72,983,652,331
155,06,007,06560,C1,,Biggs city,1707,580,1033,6,26,9,1,3,49,617,565,52
155,06,007,09310,U2,,Butte Creek Canyon CDP,1086,48,974,0,19,18,1,3,23,522,468,54
155,06,007,09318,U1,,Butte Meadows CDP,40,0,38,0,0,0,0,0,2,242,25,217
155,06,007,09324,U2,,Butte Valley CDP,899,89,749,0,14,9,1,5,32,371,339,32
155,06,007,12818,U1,,Cherokee CDP,69,1,47,0,2,8,0,0,11,30,26,4
155,06,007,13014,C1,,Chico city,86187,13315,63561,1636,791,3589,189,164,2942,37050,34805,2245
155,06,007,14148,U1,,Clipper Mills CDP,142,5,128,0,3,0,0,0,6,148,77,71
155,06,007,14442,U1,,Cohasset CDP,847,43,752,7,13,2,1,3,26,408,355,53
155,06,007,16035,U1,,Concow CDP,710,56,589,0,19,5,3,0,38,360,302,58
155,06,007,20270,U1,,Durham CDP,5518,614,4664,17,48,34,8,16,117,2242,2113,129
155,06,007,24750,U1,,Forbestown CDP,320,23,251,4,10,10,0,0,22,167,138,29
155,06,007,24918,U1,,Forest Ranch CDP,1184,52,1081,7,5,4,1,6,28,598,520,78
155,06,007,31260,C1,,Gridley city,6584,3000,3074,36,57,241,3,5,168,2406,2183,223
155,06,007,34428,U1,,Honcut CDP,370,145,198,5,10,4,0,0,8,115,106,9
155,06,007,38024,U2,,Kelly Ridge CDP,2544,204,2168,20,44,35,7,2,64,1430,1224,206
155,06,007,45120,U1,,Magalia CDP,11310,765,9893,39,118,87,17,13,378,5355,4825,530
155,06,007,51574,U1,,Nord CDP,320,122,170,1,6,16,0,0,5,108,104,4
155,06,007,54386,C1,,Oroville city,15546,1945,10727,426,453,1224,55,13,703,6194,5646,548
155,06,007,54388,U2,,Oroville East CDP,8280,702,6417,119,428,292,7,6,309,3674,3349,325
155,06,007,55086,U1,,Palermo CDP,5382,1281,3385,35,188,241,3,3,246,2102,1940,162
155,06,007,55520,C1,,Paradise town,26218,1836,23004,98,239,317,22,26,676,12981,11893,1088
155,06,007,59115,U2,,Rackerby CDP,204,18,182,0,1,0,0,0,3,106,86,20
155,06,007,60662,U1,,Richvale CDP,244,27,206,0,11,0,0,0,0,101,89,12
155,06,007,62200,U2,,Robinson Mill CDP,80,11,66,0,1,0,1,0,1,45,37,8
155,06,007,73178,U1,,South Oroville CDP,5742,851,3078,374,214,883,7,0,335,1933,1745,188
155,06,007,74186,U1,,Stirling City CDP,295,17,254,1,11,0,0,0,12,151,117,34
155,06,007,78470,U1,,Thermalito CDP,6646,713,4280,57,220,1098,30,5,243,2447,2263,184
155,06,007,86678,U1,,Yankee Hill CDP,333,22,294,1,4,4,0,1,7,182,155,27
050,06,009,,,,Calaveras County,45578,4703,38074,355,526,529,71,68,1252,27925,18886,9039
140,06,009,,,000120,Census Tract 1.20,4434,532,3656,36,28,50,9,4,119,2728,1769,959
140,06,009,,,000121,Census Tract 1.21,4463,537,3700,12,49,53,8,8,96,2253,1908,345
140,06,009,,,000122,Census Tract 1.22,4046,399,3449,42,39,18,12,8,79,2140,1794,346
140,06,009,,,000210,Census Tract 2.10,9515,1263,7564,106,83,158,10,29,302,4033,3537,496
140,06,009,,,000220,Census Tract 2.20,5515,675,4442,49,80,87,11,1,170,2276,2029,247
140,06,009,,,000300,Census Tract 3,6969,628,5845,80,91,74,4,4,243,3539,2953,586
140,06,009,,,000400,Census Tract 4,4032,269,3476,8,128,22,13,13,103,2539,1860,679
140,06,009,,,000501,Census Tract 5.01,3332,207,3002,11,11,28,2,0,71,2737,1519,1218
140,06,009,,,000503,Census Tract 5.03,2330,134,2104,10,15,24,1,1,41,3381,1072,2309
140,06,009,,,000504,Census Tract 5.04,942,59,836,1,2,15,1,0,28,2299,445,1854
155,06,009,02112,C1,,Angels city,3836,498,3144,12,38,48,5,11,80,1943,1645,298
155,06,009,02770,U1,,Arnold CDP,3843,259,3428,16,21,44,2,1,72,4897,1761,3136
155,06,009,03316,U1,,Avery CDP,646,38,575,5,1,3,1,0,23,388,281,107
155,06,009,16210,U1,,Copperopolis CDP,3671,454,3031,28,24,32,9,1,92,2336,1466,870
155,06,009,19570,U1,,Dorrington CDP,609,33,550,0,2,10,1,0,13,1689,294,1395
155,06,009,24897,U1,,Forest Meadows CDP,1249,60,1155,0,3,9,0,0,22,845,586,259
155,06,009,48480,U1,,Mokelumne Hill CDP,646,66,546,3,11,2,0,0,18,354,299,55
